SKU,PART_CD,COLOR_CD,SIZE_CD,SHOP_ID,ALLOCATED_QTY,SUPPLY_QTY,SKU_TYPE,STEP1_ASSIGNED
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,50207,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,10035,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,50098,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,30030,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,30034,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,10038,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,50180,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,50121,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,50063,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,50120,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,50179,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,50106,1,40,scarce,1
DXDJ8C046_BKP_90,DXDJ8C046,BKP,90,10053,1,40,scarce,1
DXDJ8C046_BKP_95,DXDJ8C046,BKP,95,50134,110,110,abundant,0
DXDJ8C046_BKP_100,DXDJ8C046,BKP,100,30019,160,160,abundant,0
DXDJ8C046_BKP_105,DXDJ8C046,BKP,105,30019,130,130,abundant,0
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30040,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30025,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10050,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30041,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30042,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30045,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10018,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30051,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30035,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30039,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30011,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30007,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50195,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50185,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50001,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30024,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50023,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10061,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30049,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10069,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10047,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30053,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10077,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50065,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10056,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10025,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30054,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10011,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50210,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50193,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10087,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10097,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10046,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50186,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10021,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50101,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10027,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30037,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10057,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50146,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10091,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50162,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30031,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10060,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50053,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10044,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10063,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10078,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10023,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50134,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50151,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50007,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10004,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10079,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30028,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30022,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10059,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,10043,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,30015,1,60,scarce,1
DXDJ8C046_BKP_110,DXDJ8C046,BKP,110,50057,1,60,scarce,1
DXDJ8C046_BKS_90,DXDJ8C046,BKS,90,30019,143,640,abundant,0
DXDJ8C046_BKS_90,DXDJ8C046,BKS,90,30007,497,640,abundant,0
DXDJ8C046_BKS_95,DXDJ8C046,BKS,95,30019,2150,2150,abundant,0
DXDJ8C046_BKS_100,DXDJ8C046,BKS,100,30040,313,3360,abundant,0
DXDJ8C046_BKS_100,DXDJ8C046,BKS,100,30025,6,3360,abundant,0
DXDJ8C046_BKS_100,DXDJ8C046,BKS,100,30019,1476,3360,abundant,0
DXDJ8C046_BKS_100,DXDJ8C046,BKS,100,30039,47,3360,abundant,0
DXDJ8C046_BKS_100,DXDJ8C046,BKS,100,10011,97,3360,abundant,0
DXDJ8C046_BKS_100,DXDJ8C046,BKS,100,10021,116,3360,abundant,0
DXDJ8C046_BKS_100,DXDJ8C046,BKS,100,10060,497,3360,abundant,0
DXDJ8C046_BKS_100,DXDJ8C046,BKS,100,10063,311,3360,abundant,0
DXDJ8C046_BKS_100,DXDJ8C046,BKS,100,30028,497,3360,abundant,0
DXDJ8C046_BKS_105,DXDJ8C046,BKS,105,30019,2780,2780,abundant,0
DXDJ8C046_BKS_110,DXDJ8C046,BKS,110,30019,1270,1270,abundant,0
DXDJ8C046_BKS_92,DXDJ8C046,BKS,92,30019,303,800,abundant,0
DXDJ8C046_BKS_92,DXDJ8C046,BKS,92,10004,497,800,abundant,0
DXDJ8C046_GRN_90,DXDJ8C046,GRN,90,10021,120,120,abundant,0
DXDJ8C046_GRN_95,DXDJ8C046,GRN,95,30019,370,370,abundant,0
DXDJ8C046_GRN_100,DXDJ8C046,GRN,100,30019,184,680,abundant,0
DXDJ8C046_GRN_100,DXDJ8C046,GRN,100,30054,496,680,abundant,0
DXDJ8C046_GRN_105,DXDJ8C046,GRN,105,30019,410,410,abundant,0
DXDJ8C046_GRN_110,DXDJ8C046,GRN,110,10018,120,120,abundant,0
DXDJ8C046_GRN_92,DXDJ8C046,GRN,92,50077,100,100,abundant,0
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30025,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10050,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30041,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30035,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30011,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50195,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50023,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10061,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30049,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30053,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10077,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50065,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10056,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10025,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30054,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50210,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10087,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10097,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10046,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50186,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10021,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50101,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10027,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30037,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50146,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10060,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50053,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10063,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10078,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10023,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50134,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50151,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50007,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10004,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10079,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30028,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,30022,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10059,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,10043,1,40,scarce,1
DXDJ8C046_GRP_90,DXDJ8C046,GRP,90,50057,1,40,scarce,1
DXDJ8C046_GRP_95,DXDJ8C046,GRP,95,50023,110,110,abundant,0
DXDJ8C046_GRP_100,DXDJ8C046,GRP,100,30043,160,160,abundant,0
DXDJ8C046_GRP_105,DXDJ8C046,GRP,105,10055,130,130,abundant,0
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30040,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30019,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10070,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10007,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30038,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30044,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30032,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30042,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30045,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10018,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30051,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30039,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30016,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50077,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30007,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50185,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30023,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50096,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50001,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30024,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10069,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30020,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10047,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30046,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10096,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50089,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10068,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10075,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10064,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10003,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10011,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30033,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30010,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50118,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50193,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50074,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50205,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10055,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50126,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10057,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30043,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10009,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10091,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50207,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10035,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50098,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30030,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50162,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30034,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30031,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10038,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50180,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50121,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50063,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50120,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50179,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10044,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,50106,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,10053,1,60,scarce,1
DXDJ8C046_GRP_110,DXDJ8C046,GRP,110,30015,1,60,scarce,1
DXDJ8C046_GRS_90,DXDJ8C046,GRS,90,30019,280,280,abundant,0
DXDJ8C046_GRS_95,DXDJ8C046,GRS,95,30019,770,770,abundant,0
DXDJ8C046_GRS_100,DXDJ8C046,GRS,100,10025,140,1120,abundant,0
DXDJ8C046_GRS_100,DXDJ8C046,GRS,100,50205,483,1120,abundant,0
DXDJ8C046_GRS_100,DXDJ8C046,GRS,100,30022,497,1120,abundant,0
DXDJ8C046_GRS_105,DXDJ8C046,GRS,105,30019,930,930,abundant,0
DXDJ8C046_GRS_110,DXDJ8C046,GRS,110,30035,400,400,abundant,0
DXDJ8C046_IVS_90,DXDJ8C046,IVS,90,30039,370,370,abundant,0
DXDJ8C046_IVS_95,DXDJ8C046,IVS,95,30019,223,720,abundant,0
DXDJ8C046_IVS_95,DXDJ8C046,IVS,95,50001,497,720,abundant,0
DXDJ8C046_IVS_100,DXDJ8C046,IVS,100,30019,540,540,abundant,0
DXDJ8C046_IVS_105,DXDJ8C046,IVS,105,10050,470,470,abundant,0
DXDJ8C046_IVS_110,DXDJ8C046,IVS,110,30019,94,100,abundant,0
DXDJ8C046_IVS_110,DXDJ8C046,IVS,110,30032,6,100,abundant,0
DXDJ8C046_OLD_95,DXDJ8C046,OLD,95,30019,10,180,abundant,0
DXDJ8C046_OLD_95,DXDJ8C046,OLD,95,10059,170,180,abundant,0
DXDJ8C046_OLD_100,DXDJ8C046,OLD,100,30043,320,320,abundant,0
DXDJ8C046_OLD_105,DXDJ8C046,OLD,105,30033,270,270,abundant,0
DXDJ8C046_OLD_110,DXDJ8C046,OLD,110,10009,120,120,abundant,0
DXDJ8C046_OLD_92,DXDJ8C046,OLD,92,30049,110,110,abundant,0
DXMT33044_BES_90,DXMT33044,BES,90,30044,340,340,abundant,0
DXMT33044_BES_95,DXMT33044,BES,95,30010,497,830,abundant,0
DXMT33044_BES_95,DXMT33044,BES,95,50193,333,830,abundant,0
DXMT33044_BES_100,DXMT33044,BES,100,30019,1230,1230,abundant,0
DXMT33044_BES_105,DXMT33044,BES,105,30019,890,890,abundant,0
DXMT33044_BES_110,DXMT33044,BES,110,30019,510,510,abundant,0
DXMT33044_BKS_85,DXMT33044,BKS,85,10035,300,300,abundant,0
DXMT33044_BKS_90,DXMT33044,BKS,90,30040,441,1000,abundant,0
DXMT33044_BKS_90,DXMT33044,BKS,90,10091,496,1000,abundant,0
DXMT33044_BKS_90,DXMT33044,BKS,90,30015,63,1000,abundant,0
DXMT33044_BKS_95,DXMT33044,BKS,95,10047,497,1920,abundant,0
DXMT33044_BKS_95,DXMT33044,BKS,95,10064,497,1920,abundant,0
DXMT33044_BKS_95,DXMT33044,BKS,95,50120,497,1920,abundant,0
DXMT33044_BKS_95,DXMT33044,BKS,95,50053,429,1920,abundant,0
DXMT33044_BKS_100,DXMT33044,BKS,100,30019,1764,2260,abundant,0
DXMT33044_BKS_100,DXMT33044,BKS,100,50195,496,2260,abundant,0
DXMT33044_BKS_105,DXMT33044,BKS,105,30019,371,1860,abundant,0
DXMT33044_BKS_105,DXMT33044,BKS,105,30042,496,1860,abundant,0
DXMT33044_BKS_105,DXMT33044,BKS,105,50089,497,1860,abundant,0
DXMT33044_BKS_105,DXMT33044,BKS,105,50065,496,1860,abundant,0
DXMT33044_BKS_110,DXMT33044,BKS,110,30019,663,1160,abundant,0
DXMT33044_BKS_110,DXMT33044,BKS,110,30030,497,1160,abundant,0
DXMT33044_CRS_85,DXMT33044,CRS,85,10011,400,400,abundant,0
DXMT33044_CRS_90,DXMT33044,CRS,90,30025,713,1100,abundant,0
DXMT33044_CRS_90,DXMT33044,CRS,90,30049,387,1100,abundant,0
DXMT33044_CRS_95,DXMT33044,CRS,95,10087,496,1500,abundant,0
DXMT33044_CRS_95,DXMT33044,CRS,95,10021,260,1500,abundant,0
DXMT33044_CRS_95,DXMT33044,CRS,95,10055,367,1500,abundant,0
DXMT33044_CRS_95,DXMT33044,CRS,95,10009,377,1500,abundant,0
DXMT33044_CRS_100,DXMT33044,CRS,100,30019,1350,1350,abundant,0
DXMT33044_CRS_105,DXMT33044,CRS,105,30019,780,780,abundant,0
DXMT33044_CRS_110,DXMT33044,CRS,110,30016,470,470,abundant,0
DXMT33044_MGL_85,DXMT33044,MGL,85,10077,130,130,abundant,0
DXMT33044_MGL_90,DXMT33044,MGL,90,30019,223,720,abundant,0
DXMT33044_MGL_90,DXMT33044,MGL,90,10027,497,720,abundant,0
DXMT33044_MGL_95,DXMT33044,MGL,95,30019,1200,1200,abundant,0
DXMT33044_MGL_100,DXMT33044,MGL,100,30019,1480,1480,abundant,0
DXMT33044_MGL_105,DXMT33044,MGL,105,30019,1040,1040,abundant,0
DXMT33044_MGL_110,DXMT33044,MGL,110,30019,530,530,abundant,0
DXMT33044_OLS_90,DXMT33044,OLS,90,30019,170,170,abundant,0
DXMT33044_OLS_95,DXMT33044,OLS,95,30019,320,320,abundant,0
DXMT33044_OLS_100,DXMT33044,OLS,100,30019,470,470,abundant,0
DXMT33044_OLS_105,DXMT33044,OLS,105,10096,370,370,abundant,0
DXMT33044_OLS_110,DXMT33044,OLS,110,30041,156,170,abundant,0
DXMT33044_OLS_110,DXMT33044,OLS,110,50205,14,170,abundant,0
DXMT33044_PPD_85,DXMT33044,PPD,85,30019,100,100,abundant,0
DXMT33044_PPD_90,DXMT33044,PPD,90,30044,157,350,abundant,0
DXMT33044_PPD_90,DXMT33044,PPD,90,10057,96,350,abundant,0
DXMT33044_PPD_90,DXMT33044,PPD,90,50180,97,350,abundant,0
DXMT33044_PPD_95,DXMT33044,PPD,95,50118,57,430,abundant,0
DXMT33044_PPD_95,DXMT33044,PPD,95,50162,373,430,abundant,0
DXMT33044_PPD_100,DXMT33044,PPD,100,30019,340,340,abundant,0
DXMT33044_PPD_105,DXMT33044,PPD,105,10035,180,180,abundant,0
DXMT33044_PPD_110,DXMT33044,PPD,110,30031,100,100,abundant,0
DXMT33044_TQS_90,DXMT33044,TQS,90,50193,164,350,abundant,0
DXMT33044_TQS_90,DXMT33044,TQS,90,10063,186,350,abundant,0
DXMT33044_TQS_95,DXMT33044,TQS,95,30037,497,630,abundant,0
DXMT33044_TQS_95,DXMT33044,TQS,95,10057,133,630,abundant,0
DXMT33044_TQS_100,DXMT33044,TQS,100,10056,433,930,abundant,0
DXMT33044_TQS_100,DXMT33044,TQS,100,10003,497,930,abundant,0
DXMT33044_TQS_105,DXMT33044,TQS,105,30019,243,740,abundant,0
DXMT33044_TQS_105,DXMT33044,TQS,105,50151,497,740,abundant,0
DXMT33044_TQS_110,DXMT33044,TQS,110,30019,350,350,abundant,0
